         1248401 function calls (1153009 primitive calls) in 14.355 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 function.py:2678(__init__)
        1    0.000    0.000    0.000    0.000 function.py:2692(ConcreteFunctionGarbageCollector)
        1    0.000    0.000    0.000    0.000 wrappers.py:784(AttributeWrapper)
        1    0.000    0.000    0.000    0.000 revived_types.py:25(VersionedTypeRegistration)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:325(_MultiStepStopAtStepHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:877(GlobalStepWaiterHook)
        1    0.000    0.000    0.000    0.000 session_run_hook.py:97(SessionRunHook)
        1    0.000    0.000    0.000    0.000 ast3.py:70(GAstToAst3)
        1    0.000    0.000    0.000    0.000 ast_util.py:79(SymbolRenamer)
        1    0.000    0.000    0.000    0.000 cfg.py:44(Node)
        1    0.000    0.000    0.000    0.000 ag_ctx.py:46(ControlStatusCtx)
        1    0.000    0.000    0.000    0.000 conversion.py:99(_ConversionCache)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:192(_DictCodec)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:505(_ConcatAndSplitPacker)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:852(MultiWorkerAllReduce)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:152(UpdateContext)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:263(_CurrentDistributionContext)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2205(DefaultInputIterator)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:361(MirroredStrategyV1)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:906(MirroredReplicaContext)
        1    0.000    0.000    0.000    0.000 distribute.py:120(_RemoteDataset)
        1    0.000    0.000    0.000    0.000 xla.py:539(_CapturedObject)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:368(HashTable)
        1    0.000    0.000    0.000    0.000 base_layer.py:2658(AddMetric)
        1    0.000    0.000    0.000    0.000 init_ops_v2.py:92(Zeros)
        1    0.000    0.000    0.000    0.000 init_ops_v2.py:122(Constant)
        1    0.000    0.000    0.000    0.000 init_ops_v2.py:773(_RandomGenerator)
        1    0.000    0.000    0.000    0.000 learning_rate_schedule.py:63(ExponentialDecay)
        1    0.000    0.000    0.000    0.000 optimizers.py:223(RMSprop)
        1    0.000    0.000    0.000    0.000 constructor.py:705(UnsafeConstructor)
        1    0.000    0.000    0.000    0.000 load_v1_in_v2.py:39(_Initializer)
        1    0.000    0.000    0.000    0.000 save.py:598(LayerCall)
        1    0.000    0.000    0.000    0.000 mode_keys.py:68(ModeKeyMap)
        1    0.000    0.000    0.000    0.000 metrics.py:458(MeanRelativeError)
        1    0.000    0.000    0.000    0.000 training_utils.py:107(MetricsAggregator)
        1    0.000    0.000    0.000    0.000 training_utils.py:142(ConcatAggregator)
        1    0.000    0.000    0.000    0.000 data_adapter.py:563(KerasSequenceAdapter)
        1    0.000    0.000    0.000    0.000 training_v2.py:184(Loop)
        1    0.000    0.000    0.000    0.000 convolutional.py:619(Conv2DTranspose)
        1    0.000    0.000    0.000    0.000 convolutional.py:891(Conv3DTranspose)
        1    0.000    0.000    0.000    0.000 convolutional.py:1999(UpSampling3D)
        1    0.000    0.000    0.000    0.000 pooling.py:684(GlobalPooling2D)
        1    0.000    0.000    0.000    0.000 core.py:916(Dense)
        1    0.000    0.000    0.000    0.000 dense_attention.py:316(AdditiveAttention)
        1    0.000    0.000    0.000    0.000 recurrent_v2.py:146(GRU)
        1    0.000    0.000    0.000    0.000 numpy_array_iterator.py:15(NumpyArrayIterator)
        1    0.000    0.000    0.000    0.000 feature_column.py:2079(_LazyBuilder)
        1    0.000    0.000    0.000    0.000 core.py:190(Dropout)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:1096(_OptimizerHandler)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:1183(_AdamHandler)
        1    0.000    0.000    0.000    0.000 supervisor.py:1028(SVSummaryThread)
        1    0.000    0.000    0.000    0.000 parameterized.py:216(_ParameterizedTestIter)
        1    0.000    0.000    0.000    0.000 typing.py:1295(SupportsComplex)
        1    0.000    0.000    0.000    0.000 rnn_cell_impl.py:615(LSTMStateTuple)
        1    0.000    0.000    0.000    0.000 rnn_cell_impl.py:1187(DeviceWrapper)
        1    0.000    0.000    0.000    0.000 op_hint.py:512(_LiteSingleOperand)
        1    0.000    0.000    0.000    0.000 dnn.py:284(_DNNModelV2)
        1    0.000    0.000    0.000    0.000 model_fn.py:198(_TPUEstimatorSpec)
        1    0.000    0.000    0.000    0.000 util.py:79(_DatasetInitializerHook)
        1    0.000    0.000    0.000    0.000 early_stopping.py:456(_StopOnPredicateHook)
        1    0.000    0.000    0.000    0.000 hooks.py:218(_StopAtCheckpointStepHook)
        1    0.000    0.000    0.000    0.000 _tpu_estimator_embedding.py:320(EmbeddingConfig)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:787(_SetEvalIterationsHook)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:2240(_OutfeedHostCallHook)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:2322(BatchConfig)
        1    0.000    0.000    0.000    0.000 preempted_hook.py:51(_TPUPollingThread)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:773(_InMemoryEnsembleGrower)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:1473(_BoostedTreesBase)
        1    0.000    0.000    0.000    0.000 dnn_linear_combined.py:863(DNNLinearCombinedEstimator)
        1    0.000    0.000    0.000    0.000 dnn_linear_combined.py:908(DNNLinearCombinedRegressorV2)
        1    0.000    0.000    0.000    0.000 exporter.py:366(FinalExporter)
        1    0.000    0.000    0.000    0.000 training.py:476(_StopAtSecsHook)
        4    0.000    0.000    0.000    0.000 flags.py:41(_wrap_define_function)
        1    0.000    0.000    0.000    0.000 constraints.py:22(MaxNorm)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_CANCELLED_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.PythonTraceMe_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 _exceptions.py:40(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 subprocess.py:398(CompletedProcess)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 core.py:972(_MaskedBinaryOperation)
        2    0.000    0.000    0.000    0.000 core.py:3363(shape)
        1    0.000    0.000    0.000    0.000 extras.py:217(_fromnxfunction)
        4    0.000    0.000    0.000    0.000 __init__.py:232(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        2    0.000    0.000    0.000    0.000 __init__.py:899(setFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(_StderrHandler)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 context.py:219(Process)
        1    0.000    0.000    0.000    0.000 zipfile.py:1925(PyZipFile)
        1    0.000    0.000    0.000    0.000 pool.py:76(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 request.py:1194(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1342(HTTPHandler)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 h5py_warnings.py:29(__init__)
        1    0.000    0.000    0.000    0.000 h5py_warnings.py:28(ModuleWrapper)
        1    0.000    0.000    0.000    0.000 base.py:165(_RegionProxy)
        1    0.000    0.000    0.000    0.000 selections.py:187(PointSelection)
        1    0.000    0.000    0.000    0.000 selections.py:323(FancySelection)
        2    0.000    0.000    0.000    0.000 pywrap_dlopen_global_flags.py:43(set_dlopen_flags)
        1    0.000    0.000    0.000    0.000 util.py:298(_NameBasedRestoreCoordinator)
        1    0.000    0.000    0.000    0.000 functional_saver.py:38(_SingleDeviceSaver)
        1    0.000    0.000    0.000    0.000 optimizer.py:135(_DenseReadResourceVariableProcessor)
        1    0.000    0.000    0.000    0.000 pfor.py:873(RegisterPForWithArgs)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1017(SingularMonitoredSession)
        1    0.000    0.000    0.000    0.000 tf_stack.py:87(StackTraceMapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3962(Optional)
        1    0.000    0.000    0.000    0.000 descriptor.py:713(OneofDescriptor)
        1    0.000    0.000    0.000    0.000 ops.py:2444(RegisterGradient)
        1    0.000    0.000    0.000    0.000 context.py:73(_EagerTensorCache)
        1    0.000    0.000    0.000    0.000 core.py:36(_NotOkStatusException)
        1    0.000    0.000    0.000    0.000 registry.py:36(Registry)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:79(ArgumentParser)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:303(EnumParser)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:335(DocumentLS)
        1    0.000    0.000    0.000    0.000 _validators.py:107(SingleFlagValidator)
        1    0.000    0.000    0.000    0.000 decoder.py:984(_FieldSkipper)
        1    0.000    0.000    0.000    0.000 wire_format.py:80(PackTag)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3640(PrefetchDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3669(WindowDataset)
        1    0.000    0.000    0.000    0.000 options.py:26(OptionsBase)
        1    0.000    0.000    0.000    0.000 stats_aggregator.py:81(StatsAggregatorV1)
        1    0.000    0.000    0.000    0.000 nn_ops.py:486(_WithSpaceToBatch)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1252(ConditionalAccumulator)
        1    0.000    0.000    0.000    0.000 function.py:1727(FunctionCache)
        1    0.000    0.000    0.000    0.000 tracking.py:278(TrackableAsset)
        1    0.000    0.000    0.000    0.000 wrappers.py:878(WeakFunctionProxy)
        1    0.000    0.000    0.000    0.000 readers.py:410(FixedLengthRecordDatasetV2)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:75(_Saveable)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:736(NanTensorHook)
        1    0.000    0.000    0.000    0.000 prefetching_ops.py:86(_CopyToDeviceDataset)
        1    0.000    0.000    0.000    0.000 origin_info.py:164(OriginResolver)
        1    0.000    0.000    0.000    0.000 reaching_definitions.py:59(_NodeState)
        1    0.000    0.000    0.000    0.000 reaching_definitions.py:112(Analyzer)
        1    0.000    0.000    0.000    0.000 arg_defaults.py:62(ArgDefaultsTransformer)
        1    0.000    0.000    0.000    0.000 break_statements.py:37(BreakTransformer)
        1    0.000    0.000    0.000    0.000 unsupported_features_checker.py:24(UnsupportedFeaturesChecker)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:169(_TupleCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:215(_NamedTupleCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:273(_Int64Codec)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:609(_AggregateSmallTensorPacker)
        1    0.000    0.000    0.000    0.000 values.py:961(_MirroredSaveable)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2048(_DefaultDistributionStrategy)
        1    0.000    0.000    0.000    0.000 input_lib.py:449(DistributedDataset)
        1    0.000    0.000    0.000    0.000 tpu_strategy.py:703(_TPUReplicaContext)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:800(StrongHashSpec)
        1    0.000    0.000    0.000    0.000 backend_config.py:77(set_floatx)
        1    0.000    0.000    0.000    0.000 data_utils.py:703(OrderedEnqueuer)
        1    0.000    0.000    0.000    0.000 data_utils.py:835(GeneratorEnqueuer)
        1    0.000    0.000    0.000    0.000 generic_utils.py:310(Progbar)
        1    0.000    0.000    0.000    0.000 constraints.py:44(MaxNorm)
        1    0.000    0.000    0.000    0.000 init_ops_v2.py:557(GlorotUniform)
        1    0.000    0.000    0.000    0.000 optimizer_v2.py:1061(RestoredOptimizer)
        1    0.000    0.000    0.000    0.000 autocast_variable.py:243(AutoCastDistributedVariable)
        1    0.000    0.000    0.000    0.000 optimizers.py:439(Adam)
        1    0.000    0.000    0.000    0.000 optimizers.py:534(Adamax)
        1    0.000    0.000    0.000    0.000 optimizers.py:617(Nadam)
        1    0.000    0.000    0.000    0.000 __init__.py:364(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 load.py:65(_WrapperFunction)
        1    0.000    0.000    0.000    0.000 export_output.py:202(PredictOutput)
        2    0.000    0.000    0.000    0.000 mode_keys.py:56(is_predict)
        1    0.000    0.000    0.000    0.000 metrics.py:542(MeanMetricWrapper)
        1    0.000    0.000    0.000    0.000 metrics.py:1231(Recall)
        1    0.000    0.000    0.000    0.000 metrics.py:2126(RootMeanSquaredError)
        1    0.000    0.000    0.000    0.000 _util.py:139(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 training_distributed.py:782(DistributionMultiWorkerTrainingLoop)
        1    0.000    0.000    0.000    0.000 training_generator.py:554(GeneratorOrSequenceTrainingLoop)
        1    0.000    0.000    0.000    0.000 convolutional.py:1178(SeparableConv)
        1    0.000    0.000    0.000    0.000 pooling.py:577(GlobalPooling1D)
        1    0.000    0.000    0.000    0.000 pooling.py:601(GlobalAveragePooling1D)
        1    0.000    0.000    0.000    0.000 core.py:341(Activation)
        1    0.000    0.000    0.000    0.000 core.py:375(Reshape)
        1    0.000    0.000    0.000    0.000 image.py:230(NumpyArrayIterator)
        1    0.000    0.000    0.000    0.000 feature_column.py:619(_LinearModel)
        2    0.000    0.000    0.000    0.000 fft_ops.py:218(_rfft_grad_helper)
        1    0.000    0.000    0.000    0.000 linear_operator_identity.py:42(BaseLinearOperatorIdentity)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:1113(_AdagradHandler)
        1    0.000    0.000    0.000    0.000 supervisor.py:1054(SVStepCounterThread)
        1    0.000    0.000    0.000    0.000 test_util.py:1482(CapturedWrites)
        1    0.000    0.000    0.000    0.000 test_util.py:1495(FakeEagerSession)
        1    0.000    0.000    0.000    0.000 xmlreader.py:340(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 _exceptions.py:46(SAXParseException)
        5    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:486(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:1592(io)
        3    0.000    0.000    0.000    0.000 mock.py:241(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:941(CallableMixin)
        1    0.000    0.000    0.000    0.000 mock.py:2030(__init__)
        1    0.000    0.000    0.000    0.000 op_hint.py:538(_LiteAggregateOperand)
        1    0.000    0.000    0.000    0.000 early_stopping.py:490(_CheckForStoppingHook)
        1    0.000    0.000    0.000    0.000 util.py:87(MultiHostDatasetInitializerHook)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:439(_OpSignalOnceQueueContext)
        1    0.000    0.000    0.000    0.000 preempted_hook.py:31(CloudTPUPreemptedHook)
        1    0.000    0.000    0.000    0.000 session_support.py:297(GracefulShutdownHook)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:465(_CacheTrainingStatesUsingHashTable)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:589(_StopAtAttemptsHook)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:1659(BoostedTreesClassifier)
        1    0.000    0.000    0.000    0.000 exporter.py:417(LatestExporter)
        1    0.000    0.000    0.000    0.000 training.py:492(_NewCheckpointListenerForEvaluate)
        1    0.000    0.000    0.000    0.000 errors.py:207(UnknownError)
        1    0.000    0.000    0.000    0.000 rnn.py:359(RNNEstimator)
        1    0.000    0.000    0.000    0.000 callbacks.py:537(ProgbarLogger)
        1    0.000    0.000    0.000    0.000 callbacks.py:633(ModelCheckpoint)
        1    0.000    0.000    0.000    0.000 merge.py:416(Dot)
        1    0.000    0.000    0.000    0.000 core.py:277(Activation)
        1    0.000    0.000    0.000    0.000 core.py:311(Reshape)
        1    0.000    0.000    0.000    0.000 pooling.py:165(_Pooling2D)
        1    0.000    0.000    0.000    0.000 layers.py:148(Highway)
        1    0.000    0.000    0.000    0.000 recurrent.py:804(SimpleRNNCell)
        1    0.000    0.000    0.000    0.000 recurrent.py:1790(LSTMCell)
        1    0.000    0.000    0.000    0.000 advanced_activations.py:153(ELU)
        1    0.000    0.000    0.000    0.000 advanced_activations.py:193(ThresholdedReLU)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_FAILED_PRECONDITION_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_ABORTED_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_STRING_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_ATTR_FLOAT_swigconstant}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:387(PyDLL)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:583(_PathParents)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:375(errstate)
        1    0.000    0.000    0.000    0.000 arrayprint.py:842(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1238(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1154(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1203(_DummyThread)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        3    0.000    0.000    0.000    0.000 core.py:862(__init__)
        1    0.000    0.000    0.000    0.000 result.py:155(addUnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:184(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 __init__.py:711(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:2054(NullHandler)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 generic_utils.py:21(CustomObjectScope)
        1    0.000    0.000    0.000    0.000 context.py:317(SpawnProcess)
        1    0.000    0.000    0.000    0.000 zipfile.py:592(LZMACompressor)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:1499(FTPHandler)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 base.py:435(Empty)
        3    0.000    0.000    0.000    0.000 files.py:39(<genexpr>)
        3    0.000    0.000    0.000    0.000 load_backend.py:111(backend)
        1    0.000    0.000    0.000    0.000 common.py:65(set_floatx)
        1    0.000    0.000    0.000    0.000 __init__.py:665(<listcomp>)
        1    0.000    0.000    0.000    0.000 distribute_coordinator.py:40(_TaskType)
        1    0.000    0.000    0.000    0.000 decorator_utils.py:141(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1650(ZipManifests)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3591(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 descriptor.py:76(_Lock)
        1    0.000    0.000    0.000    0.000 descriptor.py:165(_NestedDescriptorBase)
        2    0.000    0.000    0.000    0.000 api_implementation.py:136(Type)
        1    0.000    0.000    0.000    0.000 containers.py:655(_UnknownField)
        1    0.000    0.000    0.000    0.000 ops.py:2568(RegisterShape)
        1    0.000    0.000    0.000    0.000 context.py:257(VirtualDeviceConfiguration)
        1    0.000    0.000    0.000    0.000 errors_impl.py:233(UnknownError)
        1    0.000    0.000    0.000    0.000 app.py:119(HelpfullFlag)
        1    0.000    0.000    0.000    0.000 bdb.py:852(Tdb)
        1    0.000    0.000    0.000    0.000 _defines.py:39(_register_bounds_validator_if_needed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:44(DuplicateFlagError)
        1    0.000    0.000    0.000    0.000 _flag.py:321(EnumFlag)
        1    0.000    0.000    0.000    0.000 minidom.py:639(TypeInfo)
        1    0.000    0.000    0.000    0.000 minidom.py:1390(DOMImplementation)
        2    0.000    0.000    0.000    0.000 tensor_spec.py:75(shape)
        1    0.000    0.000    0.000    0.000 decoder.py:346(_DoubleDecoder)
        1    0.000    0.000    0.000    0.000 type_checkers.py:92(TypeChecker)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3140(ShardDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3194(_VariantTracker)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3608(FilterDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3828(_UnbatchDataset)
        1    0.000    0.000    0.000    0.000 profiler.py:164(Profiler)
        1    0.000    0.000    0.000    0.000 gfile.py:40(GFile)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:518(IteratorResourceDeleter)
        1    0.000    0.000    0.000    0.000 ragged_dispatch.py:104(UnaryRaggedElementwiseDispatcher)
        1    0.000    0.000    0.000    0.000 parsing_ops.py:60(SparseFeature)
        1    0.000    0.000    0.000    0.000 parsing_ops.py:135(FixedLenFeature)
        1    0.000    0.000    0.000    0.000 function.py:2675(_FunctionGarbageCollector)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:247(_CustomSaver)
        1    0.000    0.000    0.000    0.000 session_run_hook.py:189(SessionRunArgs)
        1    0.000    0.000    0.000    0.000 shuffle_ops.py:30(_ShuffleAndRepeatDataset)
        1    0.000    0.000    0.000    0.000 stats_ops.py:97(_StatsDataset)
        1    0.000    0.000    0.000    0.000 converter.py:257(EntityContext)
        1    0.000    0.000    0.000    0.000 ast_util.py:125(PatternMatcher)
        1    0.000    0.000    0.000    0.000 file_util.py:93(__init__)
        1    0.000    0.000    0.000    0.000 liveness.py:88(WholeTreeAnalyzer)
        1    0.000    0.000    0.000    0.000 call_trees.py:51(CallTreeTransformer)
        1    0.000    0.000    0.000    0.000 function_scopes.py:35(FunctionBodyTransformer)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:250(_Float64Codec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:323(_NoneCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:369(_TensorShapeCodec)
        1    0.000    0.000    0.000    0.000 values.py:1113(TPUMirroredVariable)
        1    0.000    0.000    0.000    0.000 values.py:1142(_SyncOnReadSaveable)
        1    0.000    0.000    0.000    0.000 device_util.py:77(_FakeOperation)
        1    0.000    0.000    0.000    0.000 input_lib.py:385(_IterableInput)
        1    0.000    0.000    0.000    0.000 input_lib.py:914(_SingleWorkerCallableIterator)
        1    0.000    0.000    0.000    0.000 tpu_function.py:29(__init__)
        1    0.000    0.000    0.000    0.000 tensor_tracer_report.py:133(TensorTraceOrder)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:414(KeyValueTensorInitializer)
        1    0.000    0.000    0.000    0.000 image_ops_impl.py:1008(ResizeMethodV1)
        1    0.000    0.000    0.000    0.000 init_ops_v2.py:218(RandomUniform)
        1    0.000    0.000    0.000    0.000 learning_rate_schedule.py:167(PiecewiseConstantDecay)
        1    0.000    0.000    0.000    0.000 optimizers.py:354(Adadelta)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 cyaml.py:68(CSafeDumper)
        1    0.000    0.000    0.000    0.000 load.py:314(RevivedModel)
        1    0.000    0.000    0.000    0.000 mode_keys.py:25(KerasModeKeys)
        1    0.000    0.000    0.000    0.000 callbacks.py:1138(EarlyStopping)
        1    0.000    0.000    0.000    0.000 metrics.py:1426(SensitivityAtSpecificity)
        1    0.000    0.000    0.000    0.000 metrics.py:2712(SumOverBatchSizeMetricWrapper)
        1    0.000    0.000    0.000    0.000 training_utils.py:1923(TrainingLoop)
        1    0.000    0.000    0.000    0.000 convolutional.py:390(Conv2D)
        1    0.000    0.000    0.000    0.000 convolutional.py:1880(UpSampling1D)
        1    0.000    0.000    0.000    0.000 convolutional.py:1916(UpSampling2D)
        1    0.000    0.000    0.000    0.000 convolutional.py:2377(Cropping2D)
        1    0.000    0.000    0.000    0.000 pooling.py:381(Pooling3D)
        1    0.000    0.000    0.000    0.000 core.py:182(SpatialDropout1D)
        1    0.000    0.000    0.000    0.000 core.py:537(Flatten)
        1    0.000    0.000    0.000    0.000 core.py:607(RepeatVector)
        1    0.000    0.000    0.000    0.000 recurrent.py:2317(PeepholeLSTMCell)
        1    0.000    0.000    0.000    0.000 recurrent_v2.py:754(LSTM)
        1    0.000    0.000    0.000    0.000 rnn_cell_wrapper_v2.py:114(DeviceWrapper)
        1    0.000    0.000    0.000    0.000 feature_column.py:580(_BiasLayer)
        1    0.000    0.000    0.000    0.000 pooling.py:28(AveragePooling1D)
        1    0.000    0.000    0.000    0.000 linear_operator_algebra.py:195(RegisterAdjoint)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:260(AdagradParameters)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:306(AdamParameters)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:1277(_StochasticGradientDescentHandler)
        1    0.000    0.000    0.000    0.000 warm_starting_util.py:37(VocabInfo)
        1    0.000    0.000    0.000    0.000 test_util.py:1552(ErrorLoggingSession)
        1    0.000    0.000    0.000    0.000 xmlreader.py:165(Locator)
        1    0.000    0.000    0.000    0.000 mock.py:239(_SentinelObject)
        1    0.000    0.000    0.000    0.000 mock.py:251(_Sentinel)
        1    0.000    0.000    0.000    0.000 lite.py:111(RepresentativeDataset)
        1    0.000    0.000    0.000    0.000 op_hint.py:158(OpHintArgumentTracker)
        1    0.000    0.000    0.000    0.000 estimator.py:2127(WarmStartSettings)
        1    0.000    0.000    0.000    0.000 evaluation.py:133(_StopAfterNEvalsHook)
        1    0.000    0.000    0.000    0.000 run_config.py:325(TaskType)
        1    0.000    0.000    0.000    0.000 util.py:93(DistributedIteratorInitializerHook)
        1    0.000    0.000    0.000    0.000 export.py:112(ServingInputReceiver)
        1    0.000    0.000    0.000    0.000 export.py:169(TensorServingInputReceiver)
        1    0.000    0.000    0.000    0.000 linear.py:1191(LinearRegressorV2)
        1    0.000    0.000    0.000    0.000 sharded_mutable_dense_hashtable.py:222(_Saveable)
