         3031009 function calls (2949432 primitive calls) in 18.465 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.008    0.008 reader.py:45(Reader)
       12    0.000    0.000    0.008    0.001 __init__.py:2011(_by_version_descending)
        8    0.000    0.000    0.008    0.001 gen_resource_variable_ops.py:31(assign_add_variable_op)
        1    0.000    0.000    0.008    0.008 descriptor.py:33(<module>)
     2155    0.004    0.000    0.008    0.000 training_utils.py:355(make_batches)
      184    0.000    0.000    0.008    0.000 <__array_function__ internals>:2(array_split)
        1    0.000    0.000    0.008    0.008 _defines.py:19(<module>)
      323    0.001    0.000    0.008    0.000 ops.py:5639(executing_eagerly_outside_functions)
      218    0.002    0.000    0.008    0.000 ops.py:2266(node_def)
     4726    0.005    0.000    0.008    0.000 context.py:1601(executing_eagerly)
        1    0.000    0.000    0.008    0.008 py3k.py:4(<module>)
       61    0.000    0.000    0.008    0.000 {h5py._objects.with_phil}
      599    0.001    0.000    0.008    0.000 registry.py:44(register)
        1    0.000    0.000    0.008    0.008 ImageEnhance.py:21(<module>)
        4    0.000    0.000    0.008    0.002 array_ops.py:1169(_autopacking_helper)
    21111    0.008    0.000    0.008    0.000 {method 'rpartition' of 'str' objects}
       66    0.000    0.000    0.008    0.000 resource_variable_ops.py:786(_lazy_read)
        4    0.000    0.000    0.008    0.002 __init__.py:57(<module>)
        1    0.000    0.000    0.008    0.008 context.py:1(<module>)
       95    0.008    0.000    0.008    0.000 {built-in method io.open}
        1    0.000    0.000    0.008    0.008 estimator.py:16(<module>)
        1    0.000    0.000    0.008    0.008 distribute_coordinator.py:15(<module>)
      801    0.002    0.000    0.008    0.000 contextlib.py:210(contextmanager)
       50    0.003    0.000    0.008    0.000 enum.py:135(__new__)
     9269    0.006    0.000    0.007    0.000 ops.py:5268(get_default)
      184    0.003    0.000    0.007    0.000 shape_base.py:722(array_split)
    11395    0.006    0.000    0.007    0.000 dtypes.py:690(as_dtype)
    17457    0.007    0.000    0.007    0.000 sre_parse.py:233(__next)
        1    0.000    0.000    0.007    0.007 misc.py:1(<module>)
        1    0.000    0.000    0.007    0.007 string_ops.py:16(<module>)
    13096    0.007    0.000    0.007    0.000 context.py:654(executing_eagerly)
        3    0.001    0.000    0.007    0.002 errors.py:15(<module>)
        1    0.000    0.000    0.007    0.007 __init__.py:22(<module>)
      121    0.001    0.000    0.007    0.000 ragged_dispatch.py:521(_ragged_op_signature)
        1    0.000    0.000    0.007    0.007 image_grad.py:15(<module>)
       74    0.003    0.000    0.007    0.000 ops.py:2814(__init__)
     2155    0.003    0.000    0.007    0.000 training_utils.py:660(get_input_shape_and_dtype)
      789    0.004    0.000    0.007    0.000 ops.py:3003(_add_op)
        1    0.000    0.000    0.007    0.007 special_math_ops.py:18(<module>)
        1    0.000    0.000    0.007    0.007 saver.py:21(<module>)
        1    0.000    0.000    0.007    0.007 _policybase.py:4(<module>)
        1    0.000    0.000    0.007    0.007 subprocess.py:42(<module>)
     1578    0.007    0.000    0.007    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
      232    0.002    0.000    0.007    0.000 selections.py:272(broadcast)
        1    0.000    0.000    0.007    0.007 generic_utils.py:1(<module>)
     3541    0.007    0.000    0.007    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.007    0.007 data_structures.py:1(<module>)
        1    0.000    0.000    0.007    0.007 monitored_session.py:16(<module>)
      155    0.001    0.000    0.007    0.000 module_wrapper.py:85(__init__)
     2023    0.007    0.000    0.007    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
      790    0.001    0.000    0.007    0.000 lock_util.py:126(__exit__)
     3999    0.004    0.000    0.007    0.000 dtypes.py:260(__eq__)
       54    0.000    0.000    0.007    0.000 __init__.py:1409(has_metadata)
        1    0.000    0.000    0.007    0.007 context.py:1877(add_function)
        1    0.000    0.000    0.007    0.007 context.py:979(add_function)
        1    0.007    0.007    0.007    0.007 {built-in method _pywrap_tensorflow_internal.TFE_ContextAddFunction}
        1    0.000    0.000    0.007    0.007 compilation_result_pb2.py:5(<module>)
23123/23119    0.006    0.000    0.007    0.000 {built-in method builtins.setattr}
       84    0.000    0.000    0.007    0.000 __init__.py:2765(_get_metadata)
        2    0.001    0.000    0.007    0.003 saved_object_graph_pb2.py:5(<module>)
        1    0.000    0.000    0.007    0.007 secrets.py:7(<module>)
        1    0.000    0.000    0.006    0.006 signal.py:35(<module>)
        1    0.000    0.000    0.006    0.006 dataset.py:12(<module>)
        1    0.000    0.000    0.006    0.006 mirrored_strategy.py:15(<module>)
      379    0.000    0.000    0.006    0.000 ops.py:426(shape)
        1    0.000    0.000    0.006    0.006 _datasource.py:36(<module>)
        1    0.000    0.000    0.006    0.006 core.py:15(<module>)
       29    0.000    0.000    0.006    0.000 backend.py:918(constant)
      909    0.006    0.000    0.006    0.000 {method 'sub' of 're.Pattern' objects}
     2156    0.002    0.000    0.006    0.000 training.py:380(_uses_dynamic_learning_phase)
      671    0.002    0.000    0.006    0.000 tensor_shape.py:743(__init__)
        1    0.000    0.000    0.006    0.006 reduction.py:10(<module>)
     1897    0.006    0.000    0.006    0.000 {built-in method _pywrap_tensorflow_internal.TF_SetAttrValueProto}
      166    0.001    0.000    0.006    0.000 ops.py:488(_c_api_shape)
      790    0.002    0.000    0.006    0.000 lock_util.py:96(release)
      586    0.001    0.000    0.006    0.000 re.py:185(sub)
       82    0.000    0.000    0.006    0.000 __init__.py:2026(_by_version)
        1    0.000    0.000    0.006    0.006 __init__.py:150(<module>)
    15682    0.006    0.000    0.006    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        2    0.000    0.000    0.006    0.003 losses_utils.py:89(reduce_weighted_loss)
      137    0.002    0.000    0.006    0.000 resource_variable_ops.py:320(__init__)
    22769    0.006    0.000    0.006    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.006    0.006 tensor_array_ops.py:15(<module>)
        2    0.000    0.000    0.006    0.003 node_def_pb2.py:5(<module>)
     2524    0.002    0.000    0.006    0.000 dtypes.py:270(__ne__)
        1    0.000    0.000    0.006    0.006 boosted_trees.py:15(<module>)
        1    0.000    0.000    0.006    0.006 linalg.py:10(<module>)
        1    0.000    0.000    0.006    0.006 defchararray.py:17(<module>)
        1    0.000    0.000    0.006    0.006 fromnumeric.py:3(<module>)
        2    0.000    0.000    0.006    0.003 tensor_pb2.py:5(<module>)
      285    0.001    0.000    0.006    0.000 traceable_stack.py:90(push_obj)
        1    0.000    0.000    0.006    0.006 load_v1_in_v2.py:15(<module>)
        1    0.000    0.000    0.006    0.006 py_func.py:15(<module>)
     2531    0.003    0.000    0.006    0.000 tape.py:135(record_operation)
        1    0.000    0.000    0.006    0.006 __init__.py:41(<module>)
        2    0.000    0.000    0.006    0.003 case.py:1(<module>)
      116    0.001    0.000    0.006    0.000 selections.py:27(select)
       24    0.000    0.000    0.006    0.000 math_ops.py:646(cast)
      116    0.004    0.000    0.006    0.000 group.py:344(__setitem__)
        1    0.000    0.000    0.006    0.006 gen_image_ops.py:5(<module>)
     2188    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
     8787    0.003    0.000    0.006    0.000 tf_decorator.py:114(_has_tf_decorator_attr)
    44248    0.006    0.000    0.006    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.006    0.006 execute.py:15(<module>)
        1    0.000    0.000    0.006    0.006 filters.py:31(<module>)
       66    0.000    0.000    0.006    0.000 resource_variable_ops.py:1805(__init__)
        1    0.000    0.000    0.006    0.006 data_flow_ops.py:15(<module>)
     6564    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
      116    0.005    0.000    0.006    0.000 dataset.py:395(__init__)
       82    0.000    0.000    0.006    0.000 __init__.py:2032(<listcomp>)
      790    0.000    0.000    0.006    0.000 lock_util.py:123(__enter__)
        1    0.000    0.000    0.006    0.006 feature_column.py:128(<module>)
        2    0.000    0.000    0.006    0.003 pywrap_tensorflow.py:15(<module>)
       31    0.000    0.000    0.006    0.000 ragged_dispatch.py:236(__init__)
     5024    0.004    0.000    0.005    0.000 ops.py:912(dtype)
        1    0.000    0.000    0.005    0.005 ssl.py:91(<module>)
        1    0.000    0.000    0.005    0.005 gen_string_ops.py:5(<module>)
        1    0.000    0.000    0.005    0.005 shutil.py:5(<module>)
       97    0.001    0.000    0.005    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.005    0.005 deprecation.py:16(<module>)
        1    0.000    0.000    0.005    0.005 socket.py:47(<module>)
        2    0.000    0.000    0.005    0.003 function_base.py:1(<module>)
        4    0.000    0.000    0.005    0.001 tensorflow_backend.py:1793(mean)
      350    0.002    0.000    0.005    0.000 version.py:198(__init__)
      256    0.000    0.000    0.005    0.000 version.py:24(parse)
     9719    0.004    0.000    0.005    0.000 sre_parse.py:164(__getitem__)
        1    0.000    0.000    0.005    0.005 convert_to_constants.py:15(<module>)
      287    0.001    0.000    0.005    0.000 overrides.py:72(verify_matching_signatures)
    11560    0.005    0.000    0.005    0.000 enum.py:526(__new__)
        1    0.000    0.000    0.005    0.005 tpu_embedding.py:15(<module>)
      172    0.000    0.000    0.005    0.000 initializers.py:513(get)
        1    0.000    0.000    0.005    0.005 summary_io.py:15(<module>)
        1    0.000    0.000    0.005    0.005 lookup_ops.py:15(<module>)
        8    0.000    0.000    0.005    0.001 gen_math_ops.py:2181(cast)
        1    0.000    0.000    0.005    0.005 script_ops.py:15(<module>)
      789    0.001    0.000    0.005    0.000 ops.py:1785(<listcomp>)
        1    0.000    0.000    0.005    0.005 Image.py:27(<module>)
     1554    0.001    0.000    0.005    0.000 c_api_util.py:143(tf_buffer)
       23    0.000    0.000    0.005    0.000 tensorflow_backend.py:1210(cast)
        1    0.000    0.000    0.005    0.005 errors_impl.py:15(<module>)
     2438    0.004    0.000    0.005    0.000 tf_decorator.py:236(__init__)
      789    0.005    0.000    0.005    0.000 ops.py:1805(_reconstruct_sequence_inputs)
      790    0.002    0.000    0.005    0.000 lock_util.py:86(acquire)
       38    0.000    0.000    0.005    0.000 tensor_util.py:767(constant_value)
        1    0.000    0.000    0.005    0.005 basic.py:7(<module>)
     5063    0.003    0.000    0.005    0.000 dtypes.py:100(base_dtype)
     2085    0.005    0.000    0.005    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
        1    0.000    0.000    0.005    0.005 ragged_batch_gather_ops.py:15(<module>)
       21    0.000    0.000    0.005    0.000 constant_op.py:49(_eager_fill)
      500    0.005    0.000    0.005    0.000 {built-in method h5py.h5t.py_create}
        1    0.000    0.000    0.005    0.005 text_format.py:41(<module>)
      114    0.000    0.000    0.005    0.000 initializers.py:506(deserialize)
     1542    0.001    0.000    0.005    0.000 pywrap_tensorflow_internal.py:1446(<lambda>)
      285    0.001    0.000    0.005    0.000 traceable_stack.py:35(set_filename_and_line_from_caller)
      749    0.000    0.000    0.005    0.000 _asarray.py:16(asarray)
        1    0.000    0.000    0.005    0.005 context.py:15(<module>)
      131    0.001    0.000    0.005    0.000 generic_utils.py:120(deserialize_keras_object)
       12    0.000    0.000    0.005    0.000 array_ops.py:1110(stack)
     2194    0.005    0.000    0.005    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.005    0.005 _flagvalues.py:19(<module>)
        2    0.000    0.000    0.005    0.002 linear.py:15(<module>)
    10739    0.004    0.000    0.005    0.000 inspect.py:2799(<genexpr>)
     2835    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.005    0.005 linear_operator_circulant.py:15(<module>)
        1    0.000    0.000    0.005    0.005 saved_model_experimental.py:15(<module>)
        1    0.000    0.000    0.005    0.005 version.py:4(<module>)
       27    0.000    0.000    0.005    0.000 pyparsing.py:1039(_trim_arity)
        1    0.000    0.000    0.005    0.005 reflection.py:46(<module>)
      310    0.001    0.000    0.005    0.000 tape.py:74(variable_accessed)
     2184    0.003    0.000    0.005    0.000 context.py:633(_mode)
       25    0.000    0.000    0.005    0.000 pyparsing.py:1250(setParseAction)
        4    0.000    0.000    0.005    0.001 math_ops.py:1826(reduce_mean)
        1    0.000    0.000    0.005    0.005 resolver.py:2(<module>)
      341    0.000    0.000    0.005    0.000 ops.py:2487(__call__)
        2    0.000    0.000    0.005    0.002 attr_value_pb2.py:5(<module>)
        1    0.000    0.000    0.005    0.005 ctc_ops.py:15(<module>)
       26    0.000    0.000    0.005    0.000 pyparsing.py:1047(extract_stack)
     2156    0.003    0.000    0.005    0.000 network.py:441(uses_learning_phase)
       12    0.000    0.000    0.005    0.000 pyparsing.py:4251(__init__)
      789    0.001    0.000    0.005    0.000 ops.py:2166(<listcomp>)
      463    0.003    0.000    0.005    0.000 context.py:1669(device)
        1    0.000    0.000    0.005    0.005 training_loop.py:16(<module>)
     2764    0.005    0.000    0.005    0.000 op_def_library.py:37(_Attr)
        1    0.000    0.000    0.004    0.004 csr.py:1(<module>)
       38    0.000    0.000    0.004    0.000 tensor_util.py:656(_ConstantValue)
      471    0.001    0.000    0.004    0.000 pyparsing.py:1167(copy)
     5217    0.003    0.000    0.004    0.000 tensorflow_backend.py:631(is_variable)
        1    0.000    0.000    0.004    0.004 plistlib.py:47(<module>)
       26    0.000    0.000    0.004    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.004    0.004 anno.py:18(<module>)
     1984    0.001    0.000    0.004    0.000 {built-in method builtins.all}
    36/11    0.000    0.000    0.004    0.000 pyparsing.py:3743(leaveWhitespace)
       84    0.000    0.000    0.004    0.000 generic_utils.py:273(has_arg)
      489    0.001    0.000    0.004    0.000 ops.py:5228(control_dependencies)
 1735/431    0.003    0.000    0.004    0.000 sre_parse.py:174(getwidth)
        1    0.000    0.000    0.004    0.004 list_ops.py:15(<module>)
     6944    0.003    0.000    0.004    0.000 tf_export.py:338(set_attr)
        1    0.000    0.000    0.004    0.004 threading.py:1(<module>)
        7    0.000    0.000    0.004    0.001 genericpath.py:27(isfile)
      781    0.002    0.000    0.004    0.000 ops.py:370(__init__)
     2155    0.004    0.000    0.004    0.000 callbacks.py:53(_reset_batch_timing)
       26    0.000    0.000    0.004    0.000 traceback.py:318(extract)
     5185    0.004    0.000    0.004    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.004    0.004 loader_impl.py:16(<module>)
       12    0.000    0.000    0.004    0.000 enum.py:633(_convert)
    12723    0.004    0.000    0.004    0.000 {built-in method builtins.min}
        1    0.001    0.001    0.004    0.004 hlo_pb2.py:5(<module>)
      218    0.001    0.000    0.004    0.000 lift_to_graph.py:129(<dictcomp>)
        1    0.000    0.000    0.004    0.004 gen_io_ops.py:5(<module>)
     2524    0.003    0.000    0.004    0.000 compat.py:48(as_bytes)
        1    0.000    0.000    0.004    0.004 sort_ops.py:19(<module>)
        2    0.000    0.000    0.004    0.002 resource_handle_pb2.py:5(<module>)
        1    0.000    0.000    0.004    0.004 client_lib.py:19(<module>)
       41    0.000    0.000    0.004    0.000 math_ops.py:1202(_mul_dispatch)
      285    0.002    0.000    0.004    0.000 tf_stack.py:207(extract_stack_file_and_line)
      367    0.002    0.000    0.004    0.000 base.py:267(attrs)
      789    0.004    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewOperation}
     8497    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:859(__exit__)
       41    0.000    0.000    0.004    0.000 gen_math_ops.py:6666(mul)
        1    0.000    0.000    0.004    0.004 model_analyzer.py:18(<module>)
       84    0.000    0.000    0.004    0.000 inspect.py:3081(signature)
        2    0.000    0.000    0.004    0.002 losses_utils.py:100(broadcast_weights)
     2155    0.003    0.000    0.004    0.000 training_utils.py:673(_is_graph_model)
        1    0.000    0.000    0.004    0.004 _argument_parser.py:19(<module>)
        4    0.000    0.000    0.004    0.001 gen_math_ops.py:6344(mean)
        1    0.000    0.000    0.004    0.004 tf_optimizer.py:15(<module>)
        4    0.000    0.000    0.004    0.001 tensorflow_backend.py:2720(expand_dims)
        4    0.000    0.000    0.004    0.001 array_ops.py:279(expand_dims_v2)
        1    0.000    0.000    0.004    0.004 version.py:12(<module>)
        4    0.000    0.000    0.004    0.001 gen_array_ops.py:2399(expand_dims)
      671    0.001    0.000    0.004    0.000 tensor_shape.py:776(<listcomp>)
       84    0.000    0.000    0.004    0.000 inspect.py:2829(from_callable)
        1    0.000    0.000    0.004    0.004 xla.py:15(<module>)
        1    0.000    0.000    0.004    0.004 gen_linalg_ops.py:5(<module>)
     4312    0.003    0.000    0.004    0.000 nest.py:93(_is_namedtuple)
     2155    0.002    0.000    0.004    0.000 training_utils.py:366(<listcomp>)
      471    0.001    0.000    0.004    0.000 copy.py:66(copy)
     2155    0.002    0.000    0.004    0.000 _asarray.py:88(asanyarray)
        1    0.000    0.000    0.004    0.004 inspect.py:27(<module>)
        6    0.000    0.000    0.004    0.001 tensorflow_backend.py:851(size)
     1178    0.003    0.000    0.004    0.000 ops.py:6280(__init__)
     1542    0.001    0.000    0.004    0.000 pywrap_tensorflow_internal.py:73(_swig_getattr)
     4312    0.002    0.000    0.004    0.000 pywrap_tensorflow_internal.py:2586(IsAttrs)
        4    0.000    0.000    0.004    0.001 array_ops.py:870(strided_slice)
        4    0.000    0.000    0.004    0.001 gen_array_ops.py:10209(strided_slice)
      464    0.004    0.000    0.004    0.000 dataset.py:301(dtype)
      618    0.001    0.000    0.004    0.000 _inspect.py:98(getargspec)
       58    0.000    0.000    0.004    0.000 deprecation.py:58(_add_deprecated_arg_notice_to_docstring)
        2    0.000    0.000    0.004    0.002 summary_pb2.py:5(<module>)
       74    0.000    0.000    0.004    0.000 utils.py:1094(safe_eval)
 1804/274    0.000    0.000    0.004    0.000 abc.py:141(__subclasscheck__)
       74    0.000    0.000    0.004    0.000 tokenize.py:312(untokenize)
        1    0.000    0.000    0.004    0.004 header.py:5(<module>)
       32    0.000    0.000    0.004    0.000 doccer.py:224(decorate)
        2    0.001    0.000    0.004    0.002 op_selector.py:368(map_subgraph)
        1    0.000    0.000    0.004    0.004 gen_xla_ops.py:5(<module>)
        4    0.000    0.000    0.004    0.001 __init__.py:81(<module>)
        1    0.000    0.000    0.004    0.004 gen_resource_variable_ops.py:5(<module>)
    22792    0.004    0.000    0.004    0.000 context.py:1576(context_safe)
      426    0.002    0.000    0.004    0.000 ops.py:5496(_get_outer_context_and_inner_device_stack)
       84    0.000    0.000    0.004    0.000 __init__.py:2565(__init__)
       32    0.001    0.000    0.004    0.000 doccer.py:12(docformat)
        1    0.000    0.000    0.004    0.004 message_factory.py:38(<module>)
      130    0.001    0.000    0.004    0.000 resource_variable_ops.py:53(get_resource_handle_data)
 1804/274    0.003    0.000    0.004    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.004    0.004 tensor_tracer.py:15(<module>)
     2458    0.002    0.000    0.004    0.000 tensor_conversion_registry.py:114(get)
        1    0.000    0.000    0.004    0.004 sparse_ops.py:20(<module>)
        1    0.000    0.000    0.004    0.004 linalg_grad.py:25(<module>)
        1    0.000    0.000    0.004    0.004 gen_parsing_ops.py:5(<module>)
        6    0.000    0.000    0.004    0.001 math_ops.py:989(_truediv_python3)
        1    0.000    0.000    0.004    0.004 gen_nn_ops.py:12074(_InitOpDefLibrary)
       57    0.000    0.000    0.004    0.000 ragged_dispatch.py:61(_get_arg_infos)
      724    0.002    0.000    0.004    0.000 ops.py:3788(_get_tensor_by_tf_output)
       74    0.000    0.000    0.004    0.000 ast.py:38(literal_eval)
       74    0.002    0.000    0.004    0.000 tokenize.py:238(untokenize)
       85    0.004    0.000    0.004    0.000 {built-in method nt._isdir}
      777    0.002    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewBuffer}
        2    0.000    0.000    0.004    0.002 step_stats_pb2.py:5(<module>)
        1    0.000    0.000    0.004    0.004 gen_cudnn_rnn_ops.py:5(<module>)
   131/65    0.000    0.000    0.004    0.000 pyparsing.py:3363(copy)
        1    0.000    0.000    0.004    0.004 metrics.py:1905(categorical_accuracy)
     1178    0.001    0.000    0.004    0.000 ops.py:6355(__exit__)
     1640    0.001    0.000    0.004    0.000 tensor_shape.py:702(as_dimension)
       71    0.000    0.000    0.004    0.000 resource_variable_ops.py:97(_combine_handle_data)
        1    0.000    0.000    0.004    0.004 cluster.py:15(<module>)
        1    0.000    0.000    0.004    0.004 bernoulli.py:15(<module>)
      116    0.001    0.000    0.004    0.000 selections.py:250(__getitem__)
     2155    0.003    0.000    0.003    0.000 callbacks.py:109(_call_end_hook)
        1    0.000    0.000    0.003    0.003 training_arrays.py:2(<module>)
     4505    0.002    0.000    0.003    0.000 ops.py:4930(_device_function_stack)
        1    0.000    0.000    0.003    0.003 interleave_ops.py:15(<module>)
        1    0.000    0.000    0.003    0.003 network.py:2(<module>)
    61/11    0.000    0.000    0.003    0.000 pyparsing.py:3288(leaveWhitespace)
        1    0.000    0.000    0.003    0.003 dataset.py:247(Dataset)
       18    0.000    0.000    0.003    0.000 merge.py:20(__init__)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
      281    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
      791    0.001    0.000    0.003    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.003    0.003 pdb.py:66(<module>)
        1    0.000    0.000    0.003    0.003 candidate_sampling_ops.py:16(<module>)
        1    0.000    0.000    0.003    0.003 xml_reporter.py:15(<module>)
        6    0.000    0.000    0.003    0.001 array_ops.py:508(size_v2)
     8497    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:855(__enter__)
        6    0.000    0.000    0.003    0.001 gen_math_ops.py:7908(real_div)
        2    0.000    0.000    0.003    0.002 rnn.py:15(<module>)
     4498    0.003    0.000    0.003    0.000 op_def_library.py:71(_NumTypeFields)
     6317    0.002    0.000    0.003    0.000 tf_export.py:301(<genexpr>)
      789    0.002    0.000    0.003    0.000 {built-in method _pywrap_tensorflow_internal.GetOperationInputs}
        6    0.000    0.000    0.003    0.001 array_ops.py:515(size)
        1    0.000    0.000    0.003    0.003 lapack.py:608(<module>)
        6    0.000    0.000    0.003    0.001 array_ops.py:547(size_internal)
        1    0.000    0.000    0.003    0.003 gen_logging_ops.py:5(<module>)
       13    0.000    0.000    0.003    0.000 enum.py:389(_create_)
        1    0.000    0.000    0.003    0.003 gen_math_ops.py:12342(_InitOpDefLibrary)
        1    0.000    0.000    0.003    0.003 ragged_gather_ops.py:15(<module>)
       10    0.000    0.000    0.003    0.000 __init__.py:2982(_reload_version)
        2    0.003    0.002    0.003    0.002 files.py:98(make_fapl)
       10    0.000    0.000    0.003    0.000 __init__.py:2770(_get_version)
        1    0.000    0.000    0.003    0.003 __init__.py:72(<module>)
      820    0.002    0.000    0.003    0.000 ops.py:4148(unique_name)
       10    0.000    0.000    0.003    0.000 __init__.py:2548(_version_from_file)
        1    0.000    0.000    0.003    0.003 tensor_spec.py:15(<module>)
       94    0.000    0.000    0.003    0.000 __init__.py:1325(safe_version)
        1    0.000    0.000    0.003    0.003 numerictypes.py:81(<module>)
       68    0.000    0.000    0.003    0.000 ragged_dispatch.py:107(__init__)
        1    0.000    0.000    0.003    0.003 input_layer.py:2(<module>)
        1    0.000    0.000    0.003    0.003 financial.py:12(<module>)
        1    0.000    0.000    0.003    0.003 network.py:87(__init__)
        1    0.000    0.000    0.003    0.003 network.py:149(_init_graph_network)
        1    0.000    0.000    0.003    0.003 __init__.py:97(<module>)
        1    0.000    0.000    0.003    0.003 version.py:191(Version)
       17    0.000    0.000    0.003    0.000 core.py:294(__init__)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        1    0.000    0.000    0.003    0.003 mode_keys.py:15(<module>)
        1    0.000    0.000    0.003    0.003 mel_ops.py:15(<module>)
        1    0.000    0.000    0.003    0.003 hmac.py:4(<module>)
        4    0.000    0.000    0.003    0.001 gen_array_ops.py:6241(pack)
       58    0.000    0.000    0.003    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.003    0.003 backprop.py:15(<module>)
     2531    0.003    0.000    0.003    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetRecordOperation}
      180    0.001    0.000    0.003    0.000 base_layer.py:293(assert_input_compatibility)
        1    0.000    0.000    0.003    0.003 metrics.py:1898(binary_accuracy)
        1    0.000    0.000    0.003    0.003 load_library.py:16(<module>)
     2155    0.002    0.000    0.003    0.000 tape.py:146(could_possibly_record)
        1    0.000    0.000    0.003    0.003 gen_array_ops.py:12407(_InitOpDefLibrary)
        1    0.000    0.000    0.003    0.003 weights_broadcast_ops.py:19(<module>)
       19    0.001    0.000    0.003    0.000 distribution.py:146(__new__)
        1    0.000    0.000    0.003    0.003 tpu_feed.py:17(<module>)
      192    0.001    0.000    0.003    0.000 uuid.py:757(uuid4)
        1    0.000    0.000    0.003    0.003 input_layer.py:114(Input)
       12    0.000    0.000    0.003    0.000 pyparsing.py:2653(__init__)
        1    0.000    0.000    0.003    0.003 _add_newdocs.py:10(<module>)
        1    0.000    0.000    0.003    0.003 fft_ops.py:15(<module>)
        1    0.000    0.000    0.003    0.003 tf_logging.py:16(<module>)
        1    0.000    0.000    0.003    0.003 input_layer.py:33(__init__)
        1    0.000    0.000    0.003    0.003 nn_ops.py:15(<module>)
        1    0.000    0.000    0.003    0.003 metrics.py:17(<module>)
      134    0.000    0.000    0.003    0.000 tensorflow_backend.py:825(ndim)
        1    0.000    0.000    0.003    0.003 gen_lookup_ops.py:5(<module>)
        1    0.000    0.000    0.003    0.003 control_flow_ops.py:15(<module>)
     1542    0.003    0.000    0.003    0.000 pywrap_tensorflow_internal.py:62(_swig_getattr_nondynamic)
     1190    0.001    0.000    0.003    0.000 object_identity.py:117(__getitem__)
        3    0.000    0.000    0.003    0.001 pooling.py:200(call)
        2    0.000    0.000    0.003    0.001 readers.py:15(<module>)
        3    0.000    0.000    0.003    0.001 pooling.py:264(_pooling_function)
        3    0.000    0.000    0.003    0.001 tensorflow_backend.py:4037(pool2d)
      312    0.002    0.000    0.003    0.000 tensor_shape.py:1174(as_proto)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.003    0.003 gen_state_ops.py:5(<module>)
        1    0.000    0.000    0.003    0.003 session.py:15(<module>)
     2970    0.002    0.000    0.003    0.000 ops.py:5007(_control_dependencies_stack)
        1    0.000    0.000    0.003    0.003 rnn_grad.py:15(<module>)
      253    0.000    0.000    0.003    0.000 sre_parse.py:96(closegroup)
     2155    0.002    0.000    0.003    0.000 callbacks.py:100(_call_begin_hook)
        3    0.000    0.000    0.003    0.001 nn_ops.py:3710(max_pool_v2)
        3    0.000    0.000    0.003    0.001 __init__.py:1852(_has)
        1    0.000    0.000    0.003    0.003 python_io.py:16(<module>)
       10    0.000    0.000    0.003    0.000 math_ops.py:1442(_ReductionDims)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3365(<listcomp>)
        1    0.000    0.000    0.003    0.003 saved_model.py:16(<module>)
      310    0.000    0.000    0.003    0.000 distribution_strategy_context.py:215(get_strategy_and_replica_context)
        3    0.000    0.000    0.003    0.001 gen_nn_ops.py:5613(max_pool)
      789    0.001    0.000    0.003    0.000 ops.py:4545(_control_dependencies_for_inputs)
        1    0.000    0.000    0.003    0.003 blas.py:202(<module>)
        1    0.000    0.000    0.003    0.003 convolutional.py:17(<module>)
       71    0.000    0.000    0.003    0.000 resource_variable_ops.py:63(get_eager_safe_handle_data)
        1    0.000    0.000    0.003    0.003 compressed.py:1(<module>)
     3688    0.002    0.000    0.003    0.000 generic_utils.py:476(to_list)
