         1441894 function calls (1343749 primitive calls) in 26.781 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      726    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      174    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 mode_keys.py:16(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_diag.py:15(<module>)
        1    0.000    0.000    0.000    0.000 normalization_v2.py:16(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:3563(VocabularyFileCategoricalColumn)
        1    0.000    0.000    0.000    0.000 mixed_precision.py:15(<module>)
        1    0.000    0.000    0.000    0.000 rnn_cell_wrapper_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 device_setter.py:15(<module>)
       36    0.000    0.000    0.000    0.000 __init__.py:1902(_warn_on_replacement)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_lower_triangular.py:15(<module>)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:2499(SequenceDenseColumn)
      304    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
       52    0.000    0.000    0.000    0.000 typing.py:165(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 error_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 gen_manip_ops.py:127(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       60    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method h5py._conv.register_converters}
        1    0.000    0.000    0.000    0.000 init_ops.py:120(Ones)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 init_ops.py:1221(GlorotUniform)
        1    0.000    0.000    0.000    0.000 convolutional.py:29(Conv1D)
        8    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.000    0.000 origin_info.py:164(OriginResolver)
        1    0.000    0.000    0.000    0.000 __init__.py:1150(_initialize)
        1    0.000    0.000    0.000    0.000 nasnet.py:17(<module>)
        1    0.000    0.000    0.000    0.000 numerics.py:16(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 scanner.py:27(<module>)
        1    0.000    0.000    0.000    0.000 multi_worker_training_state.py:15(<module>)
        1    0.000    0.000    0.000    0.000 init_ops.py:1253(GlorotNormal)
        1    0.000    0.000    0.000    0.000 resource_loader.py:15(<module>)
        1    0.000    0.000    0.000    0.000 encode_asn1.py:5(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_inversion.py:15(<module>)
        1    0.000    0.000    0.000    0.000 io_ops.py:344(TextLineReader)
        1    0.000    0.000    0.000    0.000 tree_walk.py:13(<module>)
        1    0.000    0.000    0.000    0.000 descriptor.py:749(ServiceDescriptor)
        1    0.000    0.000    0.000    0.000 gen_decode_proto_ops.py:223(_InitOpDefLibrary)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
      352    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:498(Trackable)
        1    0.000    0.000    0.000    0.000 _validators.py:33(<module>)
        1    0.000    0.000    0.000    0.000 plugin_asset.py:27(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:50(SequenceLikelihood)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 slurm_cluster_resolver.py:15(<module>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3576(__str__)
        1    0.000    0.000    0.000    0.000 exponential.py:40(Exponential)
        1    0.000    0.000    0.000    0.000 astn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:3677(VocabularyListCategoricalColumn)
        1    0.000    0.000    0.000    0.000 bfloat16.py:16(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 tpu_optimizer.py:16(<module>)
      302    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 nodes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 losses_utils.py:16(<module>)
        1    0.000    0.000    0.000    0.000 gen_ragged_math_ops.py:136(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 timeline.py:55(_ChromeTraceFormatter)
        1    0.000    0.000    0.000    0.000 control_flow_v2_toggles.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.000    0.000 structures.py:8(<module>)
      224    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 gradient_descent.py:15(<module>)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:137(_validate_dependencies_met)
       19    0.000    0.000    0.000    0.000 distribution.py:173(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
        1    0.000    0.000    0.000    0.000 vgg19.py:17(<module>)
       36    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 resource_loader.py:100(get_path_to_datafile)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
        1    0.000    0.000    0.000    0.000 writer_cache.py:15(<module>)
        1    0.000    0.000    0.000    0.000 vgg16.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
      387    0.000    0.000    0.000    0.000 six.py:88(__init__)
       37    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:4478(SequenceCategoricalColumn)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:15(<module>)
      539    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 moving_averages.py:15(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:62(<module>)
      117    0.000    0.000    0.000    0.000 utils.py:41(read_only_property)
       13    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
        2    0.000    0.000    0.000    0.000 monitoring.py:174(__init__)
        1    0.000    0.000    0.000    0.000 mobilenet.py:17(<module>)
        1    0.000    0.000    0.000    0.000 emitter.py:9(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       15    0.000    0.000    0.000    0.000 type_checkers.py:134(CheckValue)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:16(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:39(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(_Reasons)
        1    0.000    0.000    0.000    0.000 inception_resnet_v2.py:17(<module>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
        1    0.000    0.000    0.000    0.000 linear_operator_algebra.py:16(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:90(reexport_tf_summary)
      317    0.000    0.000    0.000    0.000 overrides.py:146(decorator)
        1    0.000    0.000    0.000    0.000 random_seed.py:17(<module>)
        1    0.000    0.000    0.000    0.000 optional_grad.py:15(<module>)
        1    0.000    0.000    0.000    0.000 autocast_variable.py:29(AutoCastVariable)
        1    0.000    0.000    0.000    0.000 writers.py:15(<module>)
        1    0.000    0.000    0.000    0.000 inception_v3.py:17(<module>)
        1    0.000    0.000    0.000    0.000 mobilenet_v2.py:17(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 window_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
      132    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       28    0.000    0.000    0.000    0.000 ipaddress.py:1615(_make_netmask)
        1    0.000    0.000    0.000    0.000 segment_id_ops.py:15(<module>)
      179    0.000    0.000    0.000    0.000 utils.py:42(<lambda>)
      208    0.000    0.000    0.000    0.000 inspect.py:478(getmro)
        1    0.000    0.000    0.000    0.000 __init__.py:26(SetupEnvironment)
        1    0.000    0.000    0.000    0.000 backend.py:94(Backend)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1476(makeRecord)
        6    0.000    0.000    0.000    0.000 core.py:1144(__init__)
        1    0.000    0.000    0.000    0.000 gradient_descent.py:16(<module>)
        1    0.000    0.000    0.000    0.000 oid.py:81(SignatureAlgorithmOID)
        1    0.000    0.000    0.000    0.000 adagrad_da.py:15(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2931(__array_finalize__)
        1    0.000    0.000    0.000    0.000 xception.py:17(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        2    0.000    0.000    0.000    0.000 _flagvalues.py:80(__init__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 convolutional.py:221(Conv2D)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
        1    0.000    0.000    0.000    0.000 rmsprop.py:38(<module>)
      129    0.000    0.000    0.000    0.000 text_format.py:1230(_PopLine)
        1    0.000    0.000    0.000    0.000 momentum.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        1    0.000    0.000    0.000    0.000 saveable_object.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ag_logging.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dct_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 anno.py:42(Basic)
        1    0.000    0.000    0.000    0.000 break_statements.py:15(<module>)
        1    0.000    0.000    0.000    0.000 control_flow_util_v2.py:16(<module>)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
        1    0.000    0.000    0.000    0.000 cardinality.py:15(<module>)
      478    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      273    0.000    0.000    0.000    0.000 tf_export.py:149(<genexpr>)
        1    0.000    0.000    0.000    0.000 kernelized.py:15(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:282(__init__)
      111    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 tensor_array_ops.py:377(_GraphTensorArrayV2)
        1    0.000    0.000    0.000    0.000 gen_encode_proto_ops.py:168(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 cookies.py:164(<dictcomp>)
        8    0.000    0.000    0.000    0.000 module_wrapper.py:119(_tfmw_add_deprecation_warning)
        1    0.000    0.000    0.000    0.000 core.py:2775(__new__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
      210    0.000    0.000    0.000    0.000 deprecation.py:245(deprecated_endpoints)
        1    0.000    0.000    0.000    0.000 renames_v2.py:23(<module>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 proximal_gradient_descent.py:16(<module>)
        1    0.000    0.000    0.000    0.000 tpu_strategy_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1010(VariableScope)
        1    0.000    0.000    0.000    0.000 h5py_warnings.py:13(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 load.py:102(Loader)
        1    0.000    0.000    0.000    0.000 function_scopes.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ragged_tensor_value.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nest.py:32(<module>)
        1    0.000    0.000    0.000    0.000 convolutional.py:427(Conv3D)
        1    0.000    0.000    0.000    0.000 text_encoding.py:45(<listcomp>)
        1    0.000    0.000    0.000    0.000 template.py:242(Template)
        1    0.000    0.000    0.000    0.000 iterator.py:2(<module>)
        1    0.000    0.000    0.000    0.000 histogram_ops.py:17(<module>)
        1    0.000    0.000    0.000    0.000 optimizer_v2.py:76(OptimizerV2)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 logical_expressions.py:15(<module>)
        1    0.000    0.000    0.000    0.000 convolutional.py:1099(Conv2DTranspose)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 convolutional.py:635(SeparableConv1D)
      3/2    0.000    0.000    0.000    0.000 typing.py:340(__getitem__)
        5    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 convolutional.py:1282(Conv3DTranspose)
        1    0.000    0.000    0.000    0.000 typing.py:1351(__new__)
      127    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
       58    0.000    0.000    0.000    0.000 deprecation.py:414(<dictcomp>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 training_v2.py:661(TrainingContext)
        1    0.000    0.000    0.000    0.000 arg_defaults.py:48(<module>)
        1    0.000    0.000    0.000    0.000 function_wrappers.py:15(<module>)
        1    0.000    0.000    0.000    0.000 anno.py:60(Static)
       74    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 control_flow_v2_func_graphs.py:15(<module>)
        1    0.000    0.000    0.000    0.000 handler.py:10(<module>)
        1    0.000    0.000    0.000    0.000 composer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 random_grad.py:15(<module>)
      222    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 binding.py:167(_verify_package_version)
        1    0.000    0.000    0.000    0.000 stateful_random_ops.py:170(Generator)
        1    0.000    0.000    0.000    0.000 function_def_to_graph.py:15(<module>)
        1    0.000    0.000    0.000    0.000 threading_options.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tpu_function.py:16(<module>)
        1    0.000    0.000    0.000    0.000 convolutional.py:742(SeparableConv2D)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        1    0.000    0.000    0.000    0.000 auto_control_deps.py:15(<module>)
        1    0.000    0.000    0.000    0.000 rnn_cell_impl.py:1197(MultiRNNCell)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 densenet.py:14(<module>)
        1    0.000    0.000    0.000    0.000 smart_cond.py:15(<module>)
       90    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 executor.py:15(<module>)
        1    0.000    0.000    0.000    0.000 imagenet_utils.py:16(<module>)
        5    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       43    0.000    0.000    0.000    0.000 ops.py:2704(__init__)
       96    0.000    0.000    0.000    0.000 pyparsing.py:2153(__str__)
        1    0.000    0.000    0.000    0.000 directory_iterator.py:2(<module>)
       14    0.000    0.000    0.000    0.000 minicompat.py:101(defproperty)
       11    0.000    0.000    0.000    0.000 __init__.py:44(wrap)
        4    0.000    0.000    0.000    0.000 ssl.py:367(__new__)
        1    0.000    0.000    0.000    0.000 crypto.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 extensions.py:598(ReasonFlags)
        1    0.000    0.000    0.000    0.000 fashion_mnist.py:16(<module>)
        1    0.000    0.000    0.000    0.000 serializer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tensor_array_ops.py:922(TensorArray)
      334    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_MonitoringNewBoolGauge0}
        1    0.000    0.000    0.000    0.000 partial_batch_padding_handler.py:15(<module>)
        1    0.000    0.000    0.000    0.000 name.py:15(_ASN1Type)
       78    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      386    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
       17    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 core.py:2710(MaskedArray)
        1    0.000    0.000    0.000    0.000 io_ops.py:377(FixedLengthRecordReader)
        1    0.000    0.000    0.000    0.000 converter.py:89(Feature)
       10    0.000    0.000    0.000    0.000 typing.py:844(__init_subclass__)
        1    0.000    0.000    0.000    0.000 gen_user_ops.py:92(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 control_flow.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ragged_getitem.py:15(<module>)
        6    0.000    0.000    0.000    0.000 decorators.py:200(_build)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
        2    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_MonitoringNewCounter0}
        1    0.000    0.000    0.000    0.000 directives.py:22(<module>)
      199    0.000    0.000    0.000    0.000 pfor.py:866(__call__)
        1    0.000    0.000    0.000    0.000 lists.py:18(<module>)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:31(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nasnet.py:35(<module>)
       17    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1452(IO)
        1    0.000    0.000    0.000    0.000 threading.py:1186(__init__)
        1    0.000    0.000    0.000    0.000 node.py:16(<module>)
       42    0.000    0.000    0.000    0.000 {method 'FindEnumTypeByName' of 'google.protobuf.pyext._message.DescriptorPool' objects}
       15    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 device_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        1    0.000    0.000    0.000    0.000 annos.py:33(NodeAnno)
        1    0.000    0.000    0.000    0.000 backend.py:240(_register_default_ciphers)
        1    0.000    0.000    0.000    0.000 recurrent.py:182(RNN)
        1    0.000    0.000    0.000    0.000 graph_io.py:16(<module>)
        1    0.000    0.000    0.000    0.000 xla_ops_grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 recurrent.py:2395(LSTM)
        3    0.000    0.000    0.000    0.000 decorators.py:174(decorator)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
        3    0.000    0.000    0.000    0.000 text_format.py:1471(ConsumeEnum)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1092(_make_netmask)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
       25    0.000    0.000    0.000    0.000 descriptor.py:730(__new__)
      164    0.000    0.000    0.000    0.000 utils.py:45(register_interface)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
      138    0.000    0.000    0.000    0.000 distribution.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 tensor_conversion_registry.py:15(<module>)
       18    0.000    0.000    0.000    0.000 _flag.py:169(_parse)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 tempfile.py:159(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 training_eager.py:16(<module>)
       20    0.000    0.000    0.000    0.000 _argument_parser.py:44(__call__)
        3    0.000    0.000    0.000    0.000 text_format.py:1202(__init__)
        1    0.000    0.000    0.000    0.000 mobilenet_v2.py:74(<module>)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:250(WrappedSocket)
        1    0.000    0.000    0.000    0.000 reuters.py:16(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 training_v2_utils.py:19(<module>)
        1    0.000    0.000    0.000    0.000 text.py:3(<module>)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:15(<module>)
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
        1    0.000    0.000    0.000    0.000 gradient_checker_v2.py:20(<module>)
        1    0.000    0.000    0.000    0.000 dispatch.py:27(<module>)
        1    0.000    0.000    0.000    0.000 data_adapter.py:466(DatasetAdapter)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 special_values.py:15(<module>)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
        1    0.000    0.000    0.000    0.000 reconstruction_ops.py:15(<module>)
       26    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       21    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       16    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:60(_forward_module)
        1    0.000    0.000    0.000    0.000 numpy_dataset.py:15(<module>)
        1    0.000    0.000    0.000    0.000 mfcc_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ragged_where_op.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:104(DatasetV2)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3098(__init__)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
       78    0.000    0.000    0.000    0.000 _internal.py:851(<genexpr>)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 numpy_array_iterator.py:2(<module>)
      104    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
        1    0.000    0.000    0.000    0.000 summary_iterator.py:16(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2656(seterr)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:145(dynamic_wildcard_import)
        1    0.000    0.000    0.000    0.000 cifar100.py:16(<module>)
       51    0.000    0.000    0.000    0.000 op_def_library.py:288(__init__)
        1    0.000    0.000    0.000    0.000 ragged_squeeze_op.py:15(<module>)
        2    0.000    0.000    0.000    0.000 os.py:729(<lambda>)
        1    0.000    0.000    0.000    0.000 op_util.py:86(<listcomp>)
        1    0.000    0.000    0.000    0.000 solve_registrations.py:15(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:37(<setcomp>)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
        1    0.000    0.000    0.000    0.000 conditional_expressions.py:15(<module>)
      454    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       12    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
        1    0.000    0.000    0.000    0.000 _testutils.py:4(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 io_ops.py:457(LMDBReader)
        3    0.000    0.000    0.000    0.000 getlimits.py:239(_get_machar)
        1    0.000    0.000    0.000    0.000 context.py:327(Context)
        1    0.000    0.000    0.000    0.000 np_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 kullback_leibler.py:164(RegisterKL)
        1    0.000    0.000    0.000    0.000 event_file_writer_v2.py:15(<module>)
        1    0.000    0.000    0.000    0.000 distribution.py:215(ReparameterizationType)
        1    0.000    0.000    0.000    0.000 jpcntx.py:31(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      103    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 base.py:157(Layer)
        1    0.000    0.000    0.000    0.000 platform.py:754(_node)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
       90    0.000    0.000    0.000    0.000 six.py:835(add_metaclass)
        1    0.000    0.000    0.000    0.000 asserts.py:15(<module>)
        1    0.000    0.000    0.000    0.000 vgg19.py:8(<module>)
        1    0.000    0.000    0.000    0.000 op_selector.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:3238(_initialize)
       86    0.000    0.000    0.000    0.000 enum.py:628(value)
        1    0.000    0.000    0.000    0.000 _ffi.py:11(<module>)
      189    0.000    0.000    0.000    0.000 status_codes.py:112(<genexpr>)
        3    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
       24    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        1    0.000    0.000    0.000    0.000 resnet50.py:9(<module>)
      101    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
        2    0.000    0.000    0.000    0.000 astn.py:5(_generate_translators)
        1    0.000    0.000    0.000    0.000 core.py:3080(view)
        1    0.000    0.000    0.000    0.000 inception_resnet_v2.py:16(<module>)
        1    0.000    0.000    0.000    0.000 rnn_cell_impl.py:389(BasicRNNCell)
       20    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
       60    0.000    0.000    0.000    0.000 op_util.py:91(<genexpr>)
        1    0.000    0.000    0.000    0.000 minicompat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 inception_v3.py:12(<module>)
        1    0.000    0.000    0.000    0.000 parameterized.py:440(__new__)
        1    0.000    0.000    0.000    0.000 lock_util.py:15(<module>)
       20    0.000    0.000    0.000    0.000 _flag.py:143(_get_parsed_value_as_string)
        1    0.000    0.000    0.000    0.000 xception.py:16(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method win32api.RegOpenKey}
       20    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
        2    0.000    0.000    0.000    0.000 tree_walk.py:26(__new__)
        1    0.000    0.000    0.000    0.000 compare.py:59(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
      124    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        1    0.000    0.000    0.000    0.000 sequence.py:3(<module>)
        1    0.000    0.000    0.000    0.000 io_ops.py:423(TFRecordReader)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_new}
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
        1    0.000    0.000    0.000    0.000 get_single_element.py:15(<module>)
       91    0.000    0.000    0.000    0.000 {method 'AddFileDescriptor' of 'google.protobuf.pyext._message.DescriptorPool' objects}
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
        1    0.000    0.000    0.000    0.000 mobilenet.py:52(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.RegisterType}
        2    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
        1    0.000    0.000    0.000    0.000 selections2.py:12(<module>)
