         3736770 function calls (3535359 primitive calls) in 18.023 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.002    0.002    0.002    0.002 {built-in method _win32sysloader.LoadModule}
        1    0.000    0.000    0.002    0.002 tf_decorator.py:57(<module>)
        1    0.000    0.000    0.002    0.002 descriptor_pool.py:56(<module>)
        1    0.000    0.000    0.002    0.002 gen_resource_variable_ops.py:4(<module>)
      116    0.001    0.000    0.002    0.000 selections.py:444(_handle_simple)
      252    0.001    0.000    0.002    0.000 {built-in method _pywrap_tensorflow_internal.Flatten}
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.002    0.002 central_storage_strategy.py:15(<module>)
        1    0.000    0.000    0.002    0.002 benchmark.py:16(<module>)
        1    0.000    0.000    0.002    0.002 sdca_ops.py:16(<module>)
        9    0.002    0.000    0.002    0.000 group.py:255(__getitem__)
       61    0.000    0.000    0.002    0.000 pyparsing.py:3292(<listcomp>)
     4724    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.002    0.002 gen_spectral_ops.py:4(<module>)
      104    0.000    0.000    0.002    0.000 traceback.py:282(line)
     5228    0.002    0.000    0.002    0.000 ops.py:402(dtype)
       90    0.000    0.000    0.002    0.000 fromnumeric.py:2171(all)
     2518    0.001    0.000    0.002    0.000 generic_utils.py:499(unpack_singleton)
        1    0.000    0.000    0.002    0.002 gen_data_flow_ops.py:8831(_InitOpDefLibrary)
     2773    0.001    0.000    0.002    0.000 {method 'extend' of 'list' objects}
    19096    0.002    0.000    0.002    0.000 inspect.py:2529(kind)
        1    0.000    0.000    0.002    0.002 oid.py:5(<module>)
        2    0.000    0.000    0.002    0.001 dh.py:5(<module>)
     3716    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
        1    0.000    0.000    0.002    0.002 polynomial.py:57(<module>)
        1    0.000    0.000    0.002    0.002 meta_graph.py:16(<module>)
        1    0.000    0.000    0.002    0.002 gen_candidate_sampling_ops.py:4(<module>)
      544    0.001    0.000    0.002    0.000 warnings.py:181(_add_filter)
     2155    0.002    0.000    0.002    0.000 {method 'issubset' of 'set' objects}
        1    0.000    0.000    0.002    0.002 graph_view.py:1(<module>)
      232    0.002    0.000    0.002    0.000 dataset.py:282(shape)
        2    0.000    0.000    0.002    0.001 x25519.py:5(<module>)
     6768    0.002    0.000    0.002    0.000 ops.py:3295(building_function)
        1    0.000    0.000    0.002    0.002 summary.py:20(<module>)
        1    0.000    0.000    0.002    0.002 variables.py:3187(variables_initializer)
        1    0.000    0.000    0.002    0.002 training_arrays.py:2(<module>)
        1    0.000    0.000    0.002    0.002 sets_impl.py:15(<module>)
     4636    0.002    0.000    0.002    0.000 version.py:207(<genexpr>)
       90    0.000    0.000    0.002    0.000 six.py:837(wrapper)
        1    0.000    0.000    0.002    0.002 gen_training_ops.py:4639(_InitOpDefLibrary)
        1    0.000    0.000    0.002    0.002 convolutional.py:16(<module>)
        1    0.000    0.000    0.002    0.002 topology.py:15(<module>)
     4054    0.002    0.000    0.002    0.000 {method 'HasField' of 'google.protobuf.pyext._message.CMessage' objects}
        1    0.000    0.000    0.002    0.002 signature_def_utils_impl.py:15(<module>)
     1972    0.001    0.000    0.002    0.000 version.py:47(__lt__)
        1    0.000    0.000    0.002    0.002 decoder.py:79(<module>)
     2223    0.001    0.000    0.002    0.000 ops.py:183(_as_graph_element)
        1    0.000    0.000    0.002    0.002 directives.py:28(<module>)
    13889    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
     1089    0.001    0.000    0.002    0.000 _collections_abc.py:676(items)
       37    0.002    0.000    0.002    0.000 {method 'randint' of 'mtrand.RandomState' objects}
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
        1    0.000    0.000    0.002    0.002 cyaml.py:3(<module>)
        1    0.000    0.000    0.002    0.002 device.py:16(<module>)
        1    0.000    0.000    0.002    0.002 distribute_options.py:15(<module>)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
     1974    0.001    0.000    0.002    0.000 version.py:53(__eq__)
        1    0.000    0.000    0.002    0.002 manip_grad.py:15(<module>)
     2155    0.001    0.000    0.002    0.000 base.py:1189(isspmatrix)
    17318    0.002    0.000    0.002    0.000 inspect.py:2525(annotation)
       38    0.001    0.000    0.002    0.000 {method 'read' of '_io.TextIOWrapper' objects}
     5131    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
        1    0.000    0.000    0.002    0.002 summary.py:17(<module>)
        1    0.000    0.000    0.002    0.002 charset.py:6(<module>)
       38    0.000    0.000    0.002    0.000 tensor_util.py:562(MakeNdarray)
        1    0.000    0.000    0.002    0.002 batch_ops.py:16(<module>)
        1    0.000    0.000    0.002    0.002 resampling.py:15(<module>)
        1    0.000    0.000    0.002    0.002 base.py:12(<module>)
     1781    0.002    0.000    0.002    0.000 {built-in method _pywrap_tensorflow_internal.new_TF_Output}
        1    0.000    0.000    0.002    0.002 pfor.py:15(<module>)
       26    0.000    0.000    0.002    0.000 linecache.py:53(checkcache)
     1192    0.002    0.000    0.002    0.000 {method 'split' of 're.Pattern' objects}
      699    0.000    0.000    0.002    0.000 backprop.py:144(_record_gradient)
        1    0.000    0.000    0.002    0.002 core.py:1(<module>)
     5105    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
     1147    0.001    0.000    0.002    0.000 __init__.py:2812(__getattr__)
        1    0.000    0.000    0.002    0.002 ast_util.py:15(<module>)
     4794    0.002    0.000    0.002    0.000 session.py:772(graph)
        1    0.000    0.000    0.002    0.002 op_performance_data_pb2.py:5(<module>)
       75    0.002    0.000    0.002    0.000 {method 'close' of '_io.BufferedReader' objects}
     3274    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.001    0.001 saving.py:2(<module>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4904(makeHTMLTags)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4875(_makeTags)
      934    0.001    0.000    0.001    0.000 ops.py:250(uid)
        1    0.000    0.000    0.001    0.001 text_format.py:1178(Tokenizer)
        2    0.000    0.000    0.001    0.001 tensor_shape_pb2.py:5(<module>)
        1    0.000    0.000    0.001    0.001 metrics.py:16(<module>)
       22    0.000    0.000    0.001    0.000 ops.py:584(set_shape)
        1    0.000    0.000    0.001    0.001 xmlreader.py:2(<module>)
     1114    0.001    0.000    0.001    0.000 six.py:586(iteritems)
      948    0.001    0.000    0.001    0.000 control_flow_util.py:266(CheckInputFromValidContext)
      935    0.001    0.000    0.001    0.000 ops.py:4542(_control_dependencies_for_inputs)
      595    0.001    0.000    0.001    0.000 tf_logging.py:198(vlog)
        1    0.000    0.000    0.001    0.001 constructor.py:3(<module>)
        1    0.000    0.000    0.001    0.001 escprober.py:28(<module>)
        1    0.000    0.000    0.001    0.001 socks.py:23(<module>)
     2478    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.001    0.001 gen_summary_ops.py:4(<module>)
        1    0.000    0.000    0.001    0.001 signals.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
        1    0.000    0.000    0.001    0.001 summary.py:19(<module>)
        1    0.000    0.000    0.001    0.001 gen_functional_ops.py:4(<module>)
     2116    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:311(__enter__)
        2    0.001    0.001    0.001    0.001 files.py:448(flush)
     2155    0.001    0.000    0.001    0.000 training.py:832(_get_callback_model)
       51    0.001    0.000    0.001    0.000 op_def_registry.py:28(register_op_list)
        1    0.000    0.000    0.001    0.001 markers.py:4(<module>)
     1134    0.001    0.000    0.001    0.000 tf_should_use.py:93(_new__getattribute__)
     2155    0.001    0.000    0.001    0.000 {method 'tolist' of 'numpy.ndarray' objects}
       90    0.001    0.000    0.001    0.000 base_layer.py:504(_add_inbound_node)
     1902    0.001    0.000    0.001    0.000 object_identity.py:113(_wrap_key)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
        3    0.000    0.000    0.001    0.000 __init__.py:183(dumps)
        1    0.000    0.000    0.001    0.001 math_grad.py:15(<module>)
        1    0.000    0.000    0.001    0.001 charsetgroupprober.py:28(<module>)
     2506    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationOpType}
        1    0.000    0.000    0.001    0.001 typing.py:19(<module>)
        2    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 collective_ops.py:15(<module>)
        3    0.000    0.000    0.001    0.000 encoder.py:182(encode)
        7    0.001    0.000    0.001    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     8462    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        1    0.000    0.000    0.001    0.001 util.py:10(<module>)
      184    0.000    0.000    0.001    0.000 re.py:170(match)
        1    0.000    0.000    0.001    0.001 __init__.py:959(Environment)
        1    0.000    0.000    0.001    0.001 __init__.py:177(get_supported_platform)
        3    0.001    0.000    0.001    0.000 encoder.py:204(iterencode)
        1    0.000    0.000    0.001    0.001 __init__.py:387(get_build_platform)
      934    0.001    0.000    0.001    0.000 op_def_library.py:568(<listcomp>)
        1    0.000    0.000    0.001    0.001 gen_random_ops.py:4(<module>)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
     1182    0.001    0.000    0.001    0.000 traceable_stack.py:119(peek_objs)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
      496    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
        1    0.000    0.000    0.001    0.001 nccl_ops.py:15(<module>)
        1    0.000    0.000    0.001    0.001 queue_runner_impl.py:16(<module>)
        6    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddInputList}
      701    0.000    0.000    0.001    0.000 op_callbacks.py:144(should_invoke_op_callbacks)
        1    0.000    0.000    0.001    0.001 constructor.py:163(SafeConstructor)
      196    0.001    0.000    0.001    0.000 uuid.py:121(__init__)
     3244    0.001    0.000    0.001    0.000 context.py:656(executing_eagerly)
      371    0.001    0.000    0.001    0.000 tensor_shape.py:1180(<listcomp>)
        1    0.000    0.000    0.001    0.001 tpu_cluster_resolver.py:15(<module>)
        1    0.000    0.000    0.001    0.001 api_implementation.py:32(<module>)
     2632    0.001    0.000    0.001    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.001    0.001 exponential.py:15(<module>)
      935    0.001    0.000    0.001    0.000 ops.py:4948(_snapshot_device_function_stack_metadata)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.001    0.001 losses.py:16(<module>)
        1    0.000    0.000    0.001    0.001 checkpoint_ops.py:15(<module>)
      116    0.001    0.000    0.001    0.000 filters.py:246(get_filters)
      149    0.001    0.000    0.001    0.000 session.py:381(build_results)
        1    0.000    0.000    0.001    0.001 image_ops_impl.py:15(<module>)
      285    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
       83    0.000    0.000    0.001    0.000 tensor_util.py:262(inner)
        2    0.000    0.000    0.001    0.001 ed448.py:5(<module>)
  288/266    0.000    0.000    0.001    0.000 copy.py:219(_deepcopy_tuple)
      471    0.001    0.000    0.001    0.000 copy.py:268(_reconstruct)
       74    0.000    0.000    0.001    0.000 convolutional.py:486(get_config)
        1    0.000    0.000    0.001    0.001 training_utils.py:2(<module>)
     2510    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
     2207    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        1    0.000    0.000    0.001    0.001 x509.py:5(<module>)
        1    0.000    0.000    0.001    0.001 base.py:210(HLObject)
     3629    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
     3406    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
     2573    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:143(__init__)
        1    0.000    0.000    0.001    0.001 io_ops.py:21(<module>)
        1    0.000    0.000    0.001    0.001 rnn.py:18(<module>)
        1    0.000    0.000    0.001    0.001 checkpoint_management.py:17(<module>)
     1781    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_Output_oper_set}
     1091    0.001    0.000    0.001    0.000 threading.py:255(_is_owned)
        4    0.000    0.000    0.001    0.000 tf_logging.py:164(warning)
      154    0.000    0.000    0.001    0.000 session.py:1341(<listcomp>)
     9550    0.001    0.000    0.001    0.000 ops.py:2258(graph)
      193    0.001    0.000    0.001    0.000 enum.py:836(__and__)
      935    0.000    0.000    0.001    0.000 ops.py:4990(<dictcomp>)
      935    0.001    0.000    0.001    0.000 ops.py:4576(_record_op_seen_by_control_dependencies)
        2    0.000    0.000    0.001    0.001 x448.py:5(<module>)
        1    0.000    0.000    0.001    0.001 ragged_gather_ops.py:15(<module>)
      687    0.001    0.000    0.001    0.000 {method 'expandtabs' of 'str' objects}
     2066    0.001    0.000    0.001    0.000 op_def_library.py:80(_IsListValue)
    14429    0.001    0.000    0.001    0.000 {built-in method builtins.id}
        4    0.000    0.000    0.001    0.000 __init__.py:1380(warning)
       93    0.000    0.000    0.001    0.000 array_ops.py:1244(_should_not_autopack)
        1    0.000    0.000    0.001    0.001 tpu_embedding_configuration_pb2.py:5(<module>)
        1    0.000    0.000    0.001    0.001 cluster_resolver.py:15(<module>)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
   703/74    0.001    0.000    0.001    0.000 ast.py:64(_convert)
        1    0.000    0.000    0.001    0.001 pywintypes.py:2(<module>)
     3614    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
     2116    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:307(__init__)
        4    0.000    0.000    0.001    0.000 __init__.py:1491(_log)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gen_experimental_dataset_ops.py:8155(_InitOpDefLibrary)
     1668    0.001    0.000    0.001    0.000 types.py:164(__get__)
        1    0.000    0.000    0.001    0.001 wrappers.py:1(<module>)
       74    0.001    0.000    0.001    0.000 convolutional.py:210(get_config)
        1    0.000    0.000    0.001    0.001 tf_stack.py:15(<module>)
        1    0.000    0.000    0.001    0.001 gen_stateful_random_ops.py:4(<module>)
        2    0.000    0.000    0.001    0.001 math_ops.py:989(_truediv_python3)
        2    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        3    0.000    0.000    0.001    0.000 execute.py:218(make_tensor)
        1    0.000    0.000    0.001    0.001 initializers.py:16(<module>)
        1    0.000    0.000    0.001    0.001 stringprep.py:6(<module>)
      699    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_RecordGradient}
        4    0.000    0.000    0.001    0.000 __init__.py:11(<module>)
        1    0.000    0.000    0.001    0.001 fractions.py:4(<module>)
      740    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      116    0.000    0.000    0.001    0.000 selections.py:244(__init__)
        2    0.000    0.000    0.001    0.001 config.py:15(<module>)
        1    0.000    0.000    0.001    0.001 composite_tensor.py:15(<module>)
        1    0.000    0.000    0.001    0.001 linalg_ops.py:15(<module>)
     3270    0.001    0.000    0.001    0.000 lock_util.py:110(_validate_group_id)
        1    0.000    0.000    0.001    0.001 example_pb2.py:5(<module>)
        1    0.000    0.000    0.001    0.001 files.py:220(File)
        3    0.000    0.000    0.001    0.000 text_format.py:656(Merge)
        2    0.000    0.000    0.001    0.001 tensorflow_backend.py:1641(square)
      961    0.001    0.000    0.001    0.000 tf_inspect.py:283(<listcomp>)
        1    0.000    0.000    0.001    0.001 graph_util.py:17(<module>)
        3    0.000    0.000    0.001    0.000 text_format.py:725(MergeLines)
        1    0.000    0.000    0.001    0.001 laplace.py:15(<module>)
        1    0.000    0.000    0.001    0.001 tfprof_log_pb2.py:5(<module>)
        3    0.000    0.000    0.001    0.000 text_format.py:779(MergeLines)
       60    0.001    0.000    0.001    0.000 enum.py:177(<setcomp>)
        1    0.000    0.000    0.001    0.001 control_flow_ops.py:2840(_GroupControlDeps)
        3    0.000    0.000    0.001    0.000 text_format.py:785(_ParseOrMerge)
        2    0.000    0.000    0.001    0.001 gen_control_flow_ops.py:545(no_op)
       55    0.001    0.000    0.001    0.000 doccer.py:179(indentcount_lines)
        3    0.000    0.000    0.001    0.000 six.py:1(<module>)
       83    0.000    0.000    0.001    0.000 pyparsing.py:1821(__add__)
        2    0.000    0.000    0.001    0.001 tensorflow_backend.py:1792(equal)
     2531    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:719(find_spec)
        2    0.000    0.000    0.001    0.001 gen_math_ops.py:10891(square)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
       58    0.000    0.000    0.001    0.000 tensor_shape.py:1055(is_compatible_with)
      692    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
     2931    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
        1    0.000    0.000    0.001    0.001 ragged_util.py:18(<module>)
     2246    0.001    0.000    0.001    0.000 base_layer.py:183(built)
        2    0.000    0.000    0.001    0.001 gen_math_ops.py:3574(equal)
     4828    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
     5922    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.001    0.001 ssl_.py:1(<module>)
       66    0.000    0.000    0.001    0.000 dispatch.py:175(add_dispatch_support)
     1666    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteBuffer}
        2    0.000    0.000    0.001    0.001 gen_math_ops.py:7912(real_div)
        1    0.000    0.000    0.001    0.001 fnmatch.py:11(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
     2348    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
      131    0.000    0.000    0.001    0.000 tf_inspect.py:301(getdoc)
        1    0.000    0.000    0.001    0.001 tape.py:15(<module>)
        1    0.000    0.000    0.001    0.001 _validation.py:1(<module>)
      154    0.000    0.000    0.001    0.000 session.py:496(<listcomp>)
      566    0.001    0.000    0.001    0.000 posixpath.py:64(isabs)
     2314    0.001    0.000    0.001    0.000 ops.py:4025(_name_stack)
        1    0.000    0.000    0.001    0.001 absltest.py:171(get_default_test_tmpdir)
        2    0.000    0.000    0.001    0.001 pyparsing.py:4763(srange)
      701    0.001    0.000    0.001    0.000 op_def_library.py:788(<listcomp>)
        1    0.000    0.000    0.001    0.001 gen_tpu_ops.py:6385(_InitOpDefLibrary)
       22    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphSetTensorShape_wrapper}
        1    0.000    0.000    0.001    0.001 tensor_tracer_report.py:15(<module>)
    24/18    0.000    0.000    0.001    0.000 text_format.py:806(_MergeField)
        1    0.000    0.000    0.001    0.001 def_function.py:16(<module>)
        1    0.000    0.000    0.001    0.001 gen_sdca_ops.py:4(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:28(<module>)
        1    0.000    0.000    0.001    0.001 pretty_printer.py:15(<module>)
        1    0.000    0.000    0.001    0.001 tempfile.py:287(gettempdir)
     4605    0.001    0.000    0.001    0.000 dtypes.py:87(_is_ref_dtype)
     1998    0.001    0.000    0.001    0.000 object_identity.py:48(__hash__)
        1    0.000    0.000    0.001    0.001 toco_flags_pb2.py:5(<module>)
        1    0.000    0.000    0.001    0.001 training_utils.py:15(<module>)
      133    0.000    0.000    0.001    0.000 pyparsing.py:3260(__init__)
     2155    0.001    0.000    0.001    0.000 callbacks.py:65(set_model)
        1    0.000    0.000    0.001    0.001 activity.py:18(<module>)
        1    0.000    0.000    0.001    0.001 tempfile.py:186(_get_default_tempdir)
        1    0.000    0.000    0.001    0.001 data_utils.py:16(<module>)
      342    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphGetTensorShapeHelper}
        1    0.000    0.000    0.001    0.001 kernels.py:15(<module>)
      131    0.000    0.000    0.001    0.000 inspect.py:594(getdoc)
      106    0.000    0.000    0.001    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.001    0.001 ragged_operators.py:15(<module>)
        1    0.000    0.000    0.001    0.001 cifar10.py:2(<module>)
        1    0.000    0.000    0.001    0.001 models.py:17(<module>)
       31    0.000    0.000    0.001    0.000 ragged_dispatch.py:163(__init__)
        1    0.000    0.000    0.001    0.001 interpolation.py:31(<module>)
        1    0.000    0.000    0.001    0.001 python_io.py:16(<module>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:1608(parseString)
     2155    0.001    0.000    0.001    0.000 callbacks.py:261(on_predict_end)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        2    0.000    0.000    0.001    0.000 result.py:1(<module>)
        1    0.000    0.000    0.001    0.001 imperative_grad.py:15(<module>)
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1114(__iter__)
        1    0.000    0.000    0.001    0.001 base_layer.py:92(Layer)
        1    0.000    0.000    0.001    0.001 feature_column_v2.py:15(<module>)
        1    0.000    0.000    0.001    0.001 device_lib.py:15(<module>)
        1    0.000    0.000    0.001    0.001 manip_ops.py:15(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:45(<module>)
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1101(_recalculate)
        1    0.000    0.000    0.001    0.001 code.py:3(<module>)
        2    0.000    0.000    0.001    0.000 struct_pb2.py:5(<module>)
      118    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       16    0.000    0.000    0.001    0.000 fromnumeric.py:2083(any)
        1    0.000    0.000    0.001    0.001 user_ops.py:16(<module>)
      103    0.000    0.000    0.001    0.000 contextlib.py:210(contextmanager)
     1725    0.001    0.000    0.001    0.000 {method 'FindFieldByName' of 'google.protobuf.pyext._message.DescriptorPool' objects}
       92    0.000    0.000    0.001    0.000 enum_type_wrapper.py:74(values)
        1    0.000    0.000    0.001    0.001 profiler.py:31(<module>)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
      934    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_UID}
        1    0.000    0.000    0.001    0.001 gen_set_ops.py:4(<module>)
      685    0.001    0.000    0.001    0.000 enum.py:376(__setattr__)
      537    0.000    0.000    0.001    0.000 dtypes.py:270(__ne__)
       66    0.000    0.000    0.001    0.000 tensor_shape.py:793(__str__)
        1    0.000    0.000    0.001    0.001 gen_dataset_ops.py:6658(_InitOpDefLibrary)
        1    0.000    0.000    0.001    0.001 rnn_cell_wrapper_v2.py:15(<module>)
        1    0.000    0.000    0.001    0.001 _internal.py:6(<module>)
      248    0.000    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewBufferFromString}
      444    0.001    0.000    0.001    0.000 inspect.py:484(unwrap)
     5462    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
     2155    0.001    0.000    0.001    0.000 callbacks.py:60(set_params)
     2977    0.000    0.000    0.001    0.000 __init__.py:2345(_normalize_cached)
      475    0.001    0.000    0.001    0.000 ops.py:412(name)
     1505    0.001    0.000    0.001    0.000 ops.py:2141(__iter__)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.001    0.001 gradients_util.py:15(<module>)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.001    0.001 tensor_tracer_flags.py:15(<module>)
      103    0.000    0.000    0.001    0.000 tensor_util.py:124(SlowAppendFloat32ArrayToTensorProto)
        4    0.000    0.000    0.001    0.000 __init__.py:1516(handle)
     1804    0.001    0.000    0.001    0.000 ntpath.py:34(_get_bothseps)
      948    0.001    0.000    0.001    0.000 ops.py:3737(_get_operation_by_name_unsafe)
      119    0.000    0.000    0.001    0.000 os.py:769(getenv)
        1    0.000    0.000    0.001    0.001 parameter_server_strategy.py:15(<module>)
     7601    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 gen_bitwise_ops.py:4(<module>)
        4    0.000    0.000    0.001    0.000 __init__.py:340(__init__)
      235    0.001    0.000    0.001    0.000 __init__.py:2896(<listcomp>)
        1    0.000    0.000    0.001    0.001 array_grad.py:15(<module>)
      594    0.000    0.000    0.001    0.000 ops.py:5902(_assert_same_graph)
      673    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
        4    0.000    0.000    0.001    0.000 __init__.py:1570(callHandlers)
        1    0.000    0.000    0.001    0.001 training_v2.py:19(<module>)
      247    0.000    0.000    0.001    0.000 errors_impl.py:266(__init__)
        1    0.000    0.000    0.001    0.001 training_distributed.py:16(<module>)
       92    0.001    0.000    0.001    0.000 enum_type_wrapper.py:80(<listcomp>)
       37    0.000    0.000    0.001    0.000 numeric.py:1620(moveaxis)
        1    0.000    0.000    0.001    0.001 optimizer.py:16(<module>)
        2    0.000    0.000    0.001    0.000 self_check.py:33(preload_check)
        1    0.000    0.000    0.001    0.001 self_check.py:16(<module>)
        1    0.000    0.000    0.001    0.001 modes.py:5(<module>)
        4    0.000    0.000    0.001    0.000 __init__.py:881(handle)
        2    0.000    0.000    0.001    0.000 hashes.py:5(<module>)
        1    0.000    0.000    0.001    0.001 gce_cluster_resolver.py:15(<module>)
     1454    0.001    0.000    0.001    0.000 copy.py:252(_keep_alive)
     6540    0.001    0.000    0.001    0.000 dtypes.py:128(as_datatype_enum)
        1    0.000    0.000    0.001    0.001 op_def_library.py:16(<module>)
        1    0.000    0.000    0.001    0.001 text.py:16(<module>)
      184    0.001    0.000    0.001    0.000 attrs.py:277(__contains__)
        1    0.000    0.000    0.001    0.001 functional_saver.py:15(<module>)
        1    0.000    0.000    0.001    0.001 sequence.py:16(<module>)
        1    0.000    0.000    0.001    0.001 interfaces.py:2(<module>)
        1    0.000    0.000    0.001    0.001 copy.py:49(<module>)
        2    0.000    0.000    0.001    0.000 event_pb2.py:5(<module>)
     1549    0.001    0.000    0.001    0.000 ops.py:3026(_c_graph)
        1    0.000    0.000    0.001    0.001 parser.py:18(<module>)
        4    0.000    0.000    0.001    0.000 __init__.py:1013(emit)
        1    0.000    0.000    0.001    0.001 test_log_pb2.py:5(<module>)
        9    0.000    0.000    0.001    0.000 dispatch.py:154(decorator)
  288/266    0.000    0.000    0.001    0.000 copy.py:220(<listcomp>)
       18    0.000    0.000    0.001    0.000 merge.py:20(__init__)
        1    0.000    0.000    0.001    0.001 json_format.py:41(<module>)
        1    0.000    0.000    0.001    0.001 ssh.py:5(<module>)
     2180    0.001    0.000    0.001    0.000 lock_util.py:108(<genexpr>)
       55    0.000    0.000    0.001    0.000 tf_contextlib.py:25(contextmanager)
       17    0.000    0.000    0.001    0.000 core.py:294(__init__)
        1    0.000    0.000    0.001    0.001 connection.py:104(_has_ipv6)
        1    0.000    0.000    0.001    0.001 rnn_cell_impl.py:22(<module>)
       65    0.000    0.000    0.001    0.000 ops.py:5225(control_dependencies)
      285    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationToNodeDef}
        1    0.000    0.000    0.001    0.001 all_renames_v2.py:15(<module>)
        1    0.000    0.000    0.001    0.001 xmlbuilder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gen_batch_ops.py:4(<module>)
    102/2    0.000    0.000    0.001    0.000 pyparsing.py:1370(_parseNoCache)
     1591    0.001    0.000    0.001    0.000 tokenize.py:225(add_whitespace)
        1    0.000    0.000    0.001    0.001 logging_ops.py:15(<module>)
